1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,target,n
73,1,91,36,29,14,83,34,49,92,45,23,4,0,0,0,0,0,0,0,20.9034349,13
3,76,7,94,46,8,78,30,37,86,76,66,7,0,0,0,0,0,0,0,19.47266126,13
22,95,71,64,4,65,33,6,47,23,51,87,83,0,0,0,0,0,0,0,20.85612794,13
11,39,63,76,93,95,80,65,91,1,66,7,24,0,0,0,0,0,0,0,19.11801099,13
95,29,34,53,42,95,31,54,76,26,5,6,93,0,0,0,0,0,0,0,18.11465704,13
36,90,96,84,99,43,92,79,60,23,42,77,81,0,0,0,0,0,0,0,23.63441866,13
48,68,45,57,5,82,65,79,10,30,81,97,20,0,0,0,0,0,0,0,22.07700276,13
31,10,89,87,29,11,82,61,42,33,89,21,16,0,0,0,0,0,0,0,19.20551849,13
63,93,96,13,30,52,11,67,25,21,11,33,82,0,0,0,0,0,0,0,15.51769946,13
88,7,62,42,36,68,87,94,29,52,72,58,83,0,0,0,0,0,0,0,18.18909128,13
10,22,57,9,84,27,68,81,1,45,50,83,7,0,0,0,0,0,0,0,22.24434472,13
26,72,52,70,22,55,57,97,34,58,60,80,92,0,0,0,0,0,0,0,19.6945464,13
20,62,89,74,80,78,35,57,31,36,64,66,5,0,0,0,0,0,0,0,23.16941432,13
30,88,57,25,34,5,10,7,96,86,100,2,33,0,0,0,0,0,0,0,21.39423421,13
54,81,56,80,80,78,18,85,60,59,59,65,70,0,0,0,0,0,0,0,16.65401074,13
77,72,98,10,85,28,3,97,74,47,99,96,32,0,0,0,0,0,0,0,19.36801798,13
6,38,4,22,73,22,75,43,26,9,91,46,53,0,0,0,0,0,0,0,15.85639535,13
1,56,62,45,78,62,45,19,60,87,95,4,96,0,0,0,0,0,0,0,22.26840183,13
62,72,64,37,32,41,83,30,32,66,91,90,38,0,0,0,0,0,0,0,21.64134453,13
76,2,4,55,70,35,38,18,25,32,13,18,54,0,0,0,0,0,0,0,14.81708798,13
4,33,96,82,27,27,53,71,79,85,26,26,90,0,0,0,0,0,0,0,16.66172272,13
31,1,15,78,44,27,9,46,10,93,6,34,5,0,0,0,0,0,0,0,14.33210492,13
44,92,83,75,100,35,49,53,91,16,17,80,44,0,0,0,0,0,0,0,22.22084057,13
63,78,15,50,13,59,27,75,50,22,56,41,20,0,0,0,0,0,0,0,22.4979246,13
55,32,15,53,93,61,30,23,33,30,44,30,77,0,0,0,0,0,0,0,20.16516198,13
97,16,94,63,29,24,22,38,81,97,89,67,98,0,0,0,0,0,0,0,20.37675726,13
60,24,34,60,91,86,100,59,66,28,21,68,41,0,0,0,0,0,0,0,18.97439096,13
49,16,35,62,45,22,3,31,39,25,98,94,67,0,0,0,0,0,0,0,21.56150936,13
72,29,63,79,92,70,31,26,63,74,16,53,75,0,0,0,0,0,0,0,20.06233199,13
18,20,93,15,45,18,73,19,81,54,54,19,77,0,0,0,0,0,0,0,20.06636969,13
20,58,69,10,89,3,52,6,95,50,20,64,33,0,0,0,0,0,0,0,20.94041562,13
38,40,54,90,99,16,63,25,66,91,85,32,22,0,0,0,0,0,0,0,17.47099975,13
74,6,100,99,97,50,56,45,72,15,74,31,16,0,0,0,0,0,0,0,20.65051338,13
50,5,83,1,34,82,35,27,15,78,73,67,30,0,0,0,0,0,0,0,16.65278096,13
40,50,12,4,96,8,81,65,87,14,72,96,59,0,0,0,0,0,0,0,16.05513542,13
98,49,64,97,54,46,67,59,21,55,35,66,64,0,0,0,0,0,0,0,21.66389454,13
43,3,31,10,65,20,13,45,38,69,36,25,49,0,0,0,0,0,0,0,21.60424596,13
55,70,2,50,100,83,37,72,94,65,14,29,84,0,0,0,0,0,0,0,20.13387696,13
42,82,27,98,3,42,53,96,26,57,38,27,20,0,0,0,0,0,0,0,19.38857747,13
36,96,72,100,57,22,49,90,78,14,71,82,37,0,0,0,0,0,0,0,21.27774602,13
78,60,59,85,17,99,76,75,87,51,45,78,26,0,0,0,0,0,0,0,19.40864909,13
3,1,50,40,23,22,86,64,19,37,59,18,49,0,0,0,0,0,0,0,22.30748217,13
82,19,94,87,17,27,12,58,12,2,19,9,40,0,0,0,0,0,0,0,15.3237854,13
51,91,36,33,59,68,57,53,2,43,31,91,21,0,0,0,0,0,0,0,15.6089181,13
15,98,13,42,64,8,94,91,7,44,21,71,93,0,0,0,0,0,0,0,19.38792528,13
43,20,17,54,24,5,30,31,60,89,92,47,81,0,0,0,0,0,0,0,20.54511136,13
31,91,16,60,60,41,55,39,75,36,96,42,78,0,0,0,0,0,0,0,16.61712094,13
32,62,23,13,52,67,54,57,79,20,26,77,36,0,0,0,0,0,0,0,26.05311114,13
19,40,12,36,22,94,46,100,44,12,95,34,65,0,0,0,0,0,0,0,20.24732487,13
67,52,20,55,54,83,75,100,10,60,1,2,32,0,0,0,0,0,0,0,27.50891688,13
33,43,1,93,34,69,97,16,38,83,76,1,33,0,0,0,0,0,0,0,19.22204606,13
74,53,55,56,67,37,69,9,18,59,37,95,12,0,0,0,0,0,0,0,20.75023872,13
40,4,41,65,70,45,46,90,94,49,80,71,56,0,0,0,0,0,0,0,19.88734142,13
85,40,96,91,6,49,63,62,49,8,10,9,98,0,0,0,0,0,0,0,15.64378782,13
21,90,77,65,61,17,71,21,16,93,82,94,92,0,0,0,0,0,0,0,22.15437058,13
60,7,4,86,18,61,97,77,29,3,44,81,81,0,0,0,0,0,0,0,15.28549027,13
23,27,59,3,31,62,75,73,27,67,70,24,92,0,0,0,0,0,0,0,24.59060605,13
52,16,26,84,56,94,64,19,38,25,14,67,37,0,0,0,0,0,0,0,24.10657887,13
40,67,92,20,68,7,18,61,28,2,97,4,77,0,0,0,0,0,0,0,19.45003705,13
13,96,100,36,84,29,61,17,29,36,25,57,44,0,0,0,0,0,0,0,21.38201895,13
62,48,13,93,53,30,98,35,85,93,84,12,64,0,0,0,0,0,0,0,20.64716554,13
21,62,60,54,31,59,88,74,71,24,57,27,60,0,0,0,0,0,0,0,14.69602206,13
24,49,83,27,70,74,99,31,83,36,40,40,21,0,0,0,0,0,0,0,16.5565406,13
1,95,93,47,56,63,14,15,96,65,96,42,53,0,0,0,0,0,0,0,22.75672788,13
76,29,78,89,53,21,69,56,35,82,38,78,32,0,0,0,0,0,0,0,21.84599148,13
36,92,78,51,88,5,100,70,22,51,81,100,86,0,0,0,0,0,0,0,23.51431748,13
57,35,87,53,80,1,20,40,77,10,27,79,92,0,0,0,0,0,0,0,23.0752551,13
4,66,39,79,15,66,64,12,37,94,93,67,91,0,0,0,0,0,0,0,20.6661328,13
12,57,7,25,82,90,73,3,94,30,54,30,77,0,0,0,0,0,0,0,21.18640092,13
81,42,81,91,27,73,29,75,74,12,5,62,7,0,0,0,0,0,0,0,18.66990684,13
25,3,16,73,31,78,66,92,46,81,8,19,42,0,0,0,0,0,0,0,20.38704181,13
88,11,61,42,66,96,41,58,91,94,1,77,54,0,0,0,0,0,0,0,21.15736962,13
89,82,52,22,37,93,39,12,100,98,29,50,57,0,0,0,0,0,0,0,21.34589893,13
88,50,57,61,91,15,68,62,33,51,21,10,80,0,0,0,0,0,0,0,20.97030485,13
56,21,78,10,60,19,79,28,32,42,95,45,21,0,0,0,0,0,0,0,22.76570845,13
66,11,20,54,2,30,30,28,12,3,90,87,86,0,0,0,0,0,0,0,17.05273214,13
39,72,91,64,85,65,48,51,85,41,86,48,34,0,0,0,0,0,0,0,19.67977553,13
44,87,17,36,28,30,93,93,82,92,6,48,40,0,0,0,0,0,0,0,15.60334082,13
2,13,34,77,82,1,66,94,6,22,34,15,74,0,0,0,0,0,0,0,16.33802266,13
7,9,80,75,54,60,94,86,83,21,84,30,38,0,0,0,0,0,0,0,25.16151131,13
48,96,33,21,37,33,92,2,26,98,13,34,13,0,0,0,0,0,0,0,20.36987829,13
58,28,26,44,68,87,61,73,50,38,23,12,45,0,0,0,0,0,0,0,22.73148739,13
97,99,84,72,21,50,68,33,5,70,66,77,19,0,0,0,0,0,0,0,19.86274961,13
26,28,13,26,22,23,19,87,97,77,36,68,82,0,0,0,0,0,0,0,16.48792562,13
70,37,9,47,66,25,17,60,10,86,43,91,77,0,0,0,0,0,0,0,17.65270095,13
49,73,18,38,95,5,78,6,62,20,24,78,88,0,0,0,0,0,0,0,14.55847693,13
68,20,66,9,38,16,21,16,28,46,2,33,28,0,0,0,0,0,0,0,19.87941967,13
24,91,43,45,39,29,36,83,93,87,18,74,10,0,0,0,0,0,0,0,21.27800789,13
88,54,51,8,97,16,3,48,60,99,48,48,2,0,0,0,0,0,0,0,19.79940109,13
2,62,71,42,15,88,12,90,12,39,78,22,74,0,0,0,0,0,0,0,14.61141131,13
86,3,95,70,39,86,14,25,79,25,75,72,29,0,0,0,0,0,0,0,13.37685354,13
8,7,33,77,92,98,29,9,1,38,21,52,57,0,0,0,0,0,0,0,21.25704231,13
20,3,20,92,17,92,83,55,68,23,70,1,79,0,0,0,0,0,0,0,24.70878947,13
34,72,50,65,2,33,43,38,14,53,70,25,78,0,0,0,0,0,0,0,20.99677872,13
59,64,67,32,61,84,1,21,20,31,75,6,24,0,0,0,0,0,0,0,25.0058502,13
82,29,26,74,90,17,7,45,91,61,5,28,11,0,0,0,0,0,0,0,19.19840032,13
52,42,74,58,8,46,19,99,61,39,16,35,20,0,0,0,0,0,0,0,18.10994615,13
52,29,31,99,68,93,17,69,23,55,34,34,74,0,0,0,0,0,0,0,21.80163387,13
89,97,14,68,31,10,61,35,67,63,69,70,70,0,0,0,0,0,0,0,20.67956796,13
92,24,41,94,36,95,30,1,63,12,39,93,31,0,0,0,0,0,0,0,22.86178337,13
21,80,19,54,68,24,6,51,78,91,9,44,21,0,0,0,0,0,0,0,18.08210195,13
93,65,46,68,45,58,92,18,70,20,35,85,79,0,0,0,0,0,0,0,21.88051038,13
26,65,46,64,47,50,60,70,4,89,76,54,29,0,0,0,0,0,0,0,18.82803869,13
10,47,33,27,86,3,80,9,41,32,81,83,90,0,0,0,0,0,0,0,21.61289717,13
33,4,26,69,87,36,5,77,23,88,11,91,79,0,0,0,0,0,0,0,17.26722241,13
72,55,30,73,93,31,21,8,50,84,19,92,86,0,0,0,0,0,0,0,20.24021064,13
18,100,62,43,61,97,2,7,65,25,85,44,27,0,0,0,0,0,0,0,14.69925843,13
42,80,24,30,68,9,46,37,21,63,73,5,85,0,0,0,0,0,0,0,22.0102336,13
80,31,25,43,43,84,45,12,39,20,68,65,52,0,0,0,0,0,0,0,16.38449872,13
47,76,20,32,78,74,63,57,88,95,52,30,59,0,0,0,0,0,0,0,23.40500128,13
94,71,21,38,62,97,59,53,43,74,52,72,62,0,0,0,0,0,0,0,21.44345899,13
73,77,45,59,68,89,69,80,73,75,5,96,57,0,0,0,0,0,0,0,27.66887448,13
17,10,66,70,25,87,36,93,56,79,29,55,8,0,0,0,0,0,0,0,18.90463689,13
92,92,19,95,57,16,12,81,22,64,10,25,71,0,0,0,0,0,0,0,20.52198992,13
73,52,19,3,69,15,26,64,8,36,29,76,76,0,0,0,0,0,0,0,21.67743817,13
83,78,57,84,11,34,82,96,38,76,95,56,42,0,0,0,0,0,0,0,17.19061717,13
21,58,29,96,27,49,42,84,19,62,53,66,43,0,0,0,0,0,0,0,20.47041853,13
67,52,97,31,81,76,28,63,6,5,94,71,42,0,0,0,0,0,0,0,19.58367551,13
81,13,79,56,57,63,40,68,26,79,88,52,82,0,0,0,0,0,0,0,21.59608359,13
17,4,20,62,78,99,76,78,76,10,84,61,5,0,0,0,0,0,0,0,23.81777149,13
12,69,40,37,70,44,61,13,91,52,58,68,68,0,0,0,0,0,0,0,20.05820935,13
94,13,61,58,19,83,49,22,22,42,16,7,71,0,0,0,0,0,0,0,18.78827463,13
82,44,30,61,94,31,44,31,9,67,64,98,100,0,0,0,0,0,0,0,22.06510036,13
46,66,86,49,73,52,28,84,36,62,80,24,6,0,0,0,0,0,0,0,22.32863211,13
80,21,36,5,61,17,25,62,49,34,69,61,73,0,0,0,0,0,0,0,22.71821194,13
36,89,47,44,34,79,51,83,84,13,79,13,24,0,0,0,0,0,0,0,22.58291165,13
55,62,15,55,29,95,20,16,13,86,56,59,83,0,0,0,0,0,0,0,16.97255837,13
11,23,78,32,84,32,87,37,30,19,8,86,39,0,0,0,0,0,0,0,14.4643993,13
71,25,42,25,43,93,22,45,63,49,92,87,95,0,0,0,0,0,0,0,23.537326,13
93,12,60,7,91,100,20,2,64,14,33,100,53,0,0,0,0,0,0,0,19.65572903,13
5,78,59,42,1,49,44,71,29,83,92,9,24,0,0,0,0,0,0,0,22.56826342,13
97,69,34,76,57,59,26,86,55,40,6,46,6,0,0,0,0,0,0,0,18.06559248,13
73,31,13,42,86,62,40,28,100,66,92,25,49,0,0,0,0,0,0,0,24.58354811,13
69,9,75,74,81,26,79,79,51,82,1,62,79,0,0,0,0,0,0,0,18.81724737,13
36,84,37,35,75,13,40,99,12,24,33,89,18,0,0,0,0,0,0,0,11.77988606,13
51,32,64,11,6,97,33,49,59,62,20,63,41,0,0,0,0,0,0,0,17.86034891,13
32,50,69,41,41,40,66,92,39,53,28,72,44,0,0,0,0,0,0,0,14.42838246,13
36,69,60,95,45,63,76,86,58,1,85,85,87,0,0,0,0,0,0,0,22.78814824,13
81,24,42,16,40,34,54,100,50,32,90,95,13,0,0,0,0,0,0,0,19.65058761,13
21,45,7,61,32,89,68,36,49,35,15,27,18,0,0,0,0,0,0,0,13.31227452,13
69,4,13,64,73,38,93,12,7,57,100,52,33,0,0,0,0,0,0,0,22.89361631,13
98,69,6,27,21,57,49,18,60,21,5,74,42,0,0,0,0,0,0,0,20.17526786,13
31,89,28,77,73,96,49,47,60,81,69,42,36,0,0,0,0,0,0,0,23.65295646,13
10,57,86,10,82,46,59,79,78,81,16,10,65,0,0,0,0,0,0,0,24.83636533,13
82,12,58,73,2,99,99,37,21,38,35,20,36,0,0,0,0,0,0,0,15.90037668,13
26,9,18,97,59,70,38,76,72,8,79,88,15,0,0,0,0,0,0,0,14.72218174,13
76,61,60,21,6,40,8,57,60,11,87,55,83,0,0,0,0,0,0,0,21.72786254,13
90,49,88,15,12,97,62,93,14,39,18,78,19,0,0,0,0,0,0,0,18.8154877,13
31,66,42,1,60,9,56,59,51,93,78,70,76,0,0,0,0,0,0,0,24.09159946,13
52,56,90,86,27,49,25,70,50,89,71,90,25,0,0,0,0,0,0,0,20.96168675,13
17,70,5,71,58,56,19,88,43,54,77,32,44,0,0,0,0,0,0,0,18.38816313,13
31,48,65,86,20,46,49,11,50,85,98,39,79,0,0,0,0,0,0,0,20.306823,13
28,83,8,36,94,26,37,57,29,62,34,59,48,0,0,0,0,0,0,0,24.87908366,13
72,28,71,61,68,34,22,40,39,32,37,68,44,0,0,0,0,0,0,0,18.34428042,13
39,19,4,27,61,43,67,44,58,50,27,47,24,0,0,0,0,0,0,0,17.00517199,13
28,32,20,67,20,33,26,52,30,66,62,99,77,0,0,0,0,0,0,0,21.07430961,13
3,70,24,93,25,57,15,77,76,24,62,58,36,0,0,0,0,0,0,0,20.1085859,13
45,21,15,22,63,65,41,60,92,65,69,28,93,0,0,0,0,0,0,0,26.37370933,13
14,90,55,75,42,62,26,63,61,79,78,61,39,0,0,0,0,0,0,0,18.49913634,13
80,84,80,95,87,67,77,54,25,69,27,20,31,0,0,0,0,0,0,0,22.01858303,13
72,84,40,99,9,49,55,43,51,35,28,23,8,0,0,0,0,0,0,0,17.90674976,13
15,38,73,82,13,78,14,26,25,69,74,24,2,0,0,0,0,0,0,0,19.12472196,13
22,65,90,5,45,85,88,83,85,7,80,89,68,0,0,0,0,0,0,0,23.92582202,13
96,36,16,45,59,30,48,91,50,78,83,64,25,0,0,0,0,0,0,0,21.18389859,13
54,9,21,31,6,57,83,88,69,45,87,80,38,0,0,0,0,0,0,0,18.33132989,13
59,98,55,49,9,84,12,60,73,35,17,90,10,0,0,0,0,0,0,0,18.04875995,13
26,78,72,34,8,38,16,2,51,27,72,70,67,0,0,0,0,0,0,0,18.55395053,13
11,13,90,51,33,62,77,81,89,62,25,43,21,0,0,0,0,0,0,0,19.00008304,13
55,25,89,47,62,22,89,66,88,88,31,33,21,0,0,0,0,0,0,0,16.45728752,13
44,100,87,44,6,99,84,49,48,21,27,1,11,0,0,0,0,0,0,0,18.81329824,13
66,70,19,87,83,12,77,38,91,50,11,62,59,0,0,0,0,0,0,0,16.50169515,13
89,45,36,85,73,38,61,3,16,37,20,78,6,0,0,0,0,0,0,0,20.86570441,13
72,25,90,4,48,88,61,55,56,33,86,36,10,0,0,0,0,0,0,0,23.10953275,13
80,85,38,63,58,36,43,8,94,45,7,38,18,0,0,0,0,0,0,0,14.97199578,13
25,98,72,23,27,38,73,65,5,13,39,18,40,0,0,0,0,0,0,0,16.59876928,13
11,42,97,61,71,2,90,79,58,86,68,59,36,0,0,0,0,0,0,0,21.16725101,13
38,25,42,99,16,19,82,46,84,77,19,68,59,0,0,0,0,0,0,0,19.14993243,13
9,15,25,7,21,55,96,17,26,29,34,54,39,0,0,0,0,0,0,0,20.05088779,13
57,70,11,8,83,37,75,70,71,52,89,69,53,0,0,0,0,0,0,0,27.06488365,13
49,35,84,55,92,84,34,12,37,18,87,26,36,0,0,0,0,0,0,0,17.50103623,13
4,93,58,85,51,40,34,92,46,31,95,58,98,0,0,0,0,0,0,0,21.6310576,13
68,14,51,5,12,89,58,49,89,20,53,3,24,0,0,0,0,0,0,0,19.2218,13
18,85,54,20,49,22,87,83,19,69,89,100,89,0,0,0,0,0,0,0,19.88757484,13
76,61,42,98,1,9,85,66,3,33,53,91,89,0,0,0,0,0,0,0,22.73844432,13
28,73,42,1,47,56,77,99,90,47,37,10,46,0,0,0,0,0,0,0,20.23552028,13
91,92,78,66,29,61,73,86,68,81,56,68,82,0,0,0,0,0,0,0,27.22903065,13
22,70,96,42,76,99,77,75,96,8,90,98,72,0,0,0,0,0,0,0,20.49167191,13
51,98,51,93,7,33,56,18,87,67,5,83,12,0,0,0,0,0,0,0,15.14278904,13
67,62,70,85,89,85,96,49,19,39,69,74,55,0,0,0,0,0,0,0,24.14846326,13
87,4,86,15,7,85,90,6,93,7,6,4,77,0,0,0,0,0,0,0,18.8019763,13
87,45,27,89,57,59,37,21,38,74,87,67,80,0,0,0,0,0,0,0,21.45488043,13
29,45,90,27,95,89,2,56,67,83,33,73,44,0,0,0,0,0,0,0,20.90767609,13
35,49,48,26,85,48,56,8,46,18,2,66,36,0,0,0,0,0,0,0,22.12738569,13
22,100,42,80,77,95,87,72,65,37,41,11,42,0,0,0,0,0,0,0,19.58169646,13
17,54,34,47,40,64,10,25,49,55,27,21,98,0,0,0,0,0,0,0,19.2141127,13
80,80,21,32,77,3,70,38,20,22,27,43,36,0,0,0,0,0,0,0,17.45972743,13
88,78,56,93,85,81,92,36,31,93,74,54,1,0,0,0,0,0,0,0,25.85811794,13
62,74,97,80,52,94,55,7,19,71,52,80,29,0,0,0,0,0,0,0,19.39244568,13
78,73,48,47,44,75,84,30,77,21,15,35,95,0,0,0,0,0,0,0,18.33522865,13
12,37,85,50,10,93,2,86,91,9,78,70,24,0,0,0,0,0,0,0,21.66267848,13
5,47,56,14,51,45,29,42,27,14,72,16,38,0,0,0,0,0,0,0,19.31469058,13
76,48,74,23,11,67,42,86,100,73,41,63,62,0,0,0,0,0,0,0,21.91259738,13
100,52,14,39,98,68,31,14,32,40,37,16,73,0,0,0,0,0,0,0,20.66512469,13
40,20,17,2,20,11,84,83,82,31,38,7,97,0,0,0,0,0,0,0,16.43719594,13
61,87,45,85,12,84,23,28,72,78,46,97,25,0,0,0,0,0,0,0,20.9061129,13
12,6,82,54,18,47,75,59,74,6,36,23,83,0,0,0,0,0,0,0,19.75905253,13
5,18,35,65,91,77,2,16,49,23,24,21,47,0,0,0,0,0,0,0,17.75845676,13
75,55,40,19,86,84,89,67,2,23,98,40,86,0,0,0,0,0,0,0,17.25968256,13
80,14,23,45,35,78,5,65,89,45,3,26,89,0,0,0,0,0,0,0,15.23470988,13
19,23,75,74,78,8,21,98,1,50,92,44,72,0,0,0,0,0,0,0,23.33219294,13
100,43,20,21,14,20,12,30,84,36,93,14,20,0,0,0,0,0,0,0,21.43093502,13
60,78,73,90,77,89,54,68,62,75,76,78,97,0,0,0,0,0,0,0,20.54173169,13
54,70,39,96,25,57,17,49,21,88,29,73,64,0,0,0,0,0,0,0,20.81843581,13
70,32,62,47,29,15,59,45,45,5,86,56,88,0,0,0,0,0,0,0,18.96160371,13
94,24,90,43,55,8,60,32,44,37,98,62,72,0,0,0,0,0,0,0,19.173196,13
6,91,24,74,21,94,61,56,46,52,67,29,35,0,0,0,0,0,0,0,28.05248133,13
40,38,65,46,61,82,74,8,40,5,6,45,59,0,0,0,0,0,0,0,18.43671772,13
68,20,2,16,43,50,83,60,41,62,98,76,86,0,0,0,0,0,0,0,19.79784127,13
83,75,41,36,42,94,100,91,32,62,79,97,55,0,0,0,0,0,0,0,23.49408008,13
95,89,88,23,73,64,25,47,70,8,99,49,26,0,0,0,0,0,0,0,19.4203696,13
8,69,11,1,88,51,78,97,25,66,16,16,96,0,0,0,0,0,0,0,20.90074873,13
7,51,29,47,83,94,56,94,49,3,36,34,57,0,0,0,0,0,0,0,26.37266035,13
17,12,61,59,17,77,36,78,38,35,92,77,11,0,0,0,0,0,0,0,18.26645696,13
21,23,47,47,69,68,97,14,81,1,14,2,36,0,0,0,0,0,0,0,16.22381002,13
72,48,66,73,43,76,19,29,13,15,45,64,43,0,0,0,0,0,0,0,23.10885001,13
96,14,17,68,49,47,31,95,21,99,69,15,14,0,0,0,0,0,0,0,17.16261563,13
82,63,8,6,26,24,13,88,49,20,68,81,62,0,0,0,0,0,0,0,19.47728709,13
87,87,17,20,21,83,59,49,15,82,14,62,78,0,0,0,0,0,0,0,16.61089768,13
1,10,93,35,67,30,78,62,67,21,36,15,69,0,0,0,0,0,0,0,20.98150393,13
60,21,53,97,76,56,22,100,52,7,59,94,62,0,0,0,0,0,0,0,29.10914003,13
63,89,97,66,50,71,85,42,59,43,22,98,94,0,0,0,0,0,0,0,25.01433076,13
32,13,50,79,20,66,78,70,32,55,84,46,94,0,0,0,0,0,0,0,25.47863984,13
93,33,47,4,60,37,83,30,36,5,29,57,67,0,0,0,0,0,0,0,21.89008969,13
63,66,70,65,44,98,44,26,46,33,39,34,16,0,0,0,0,0,0,0,17.57165363,13
9,96,83,28,55,83,76,3,32,34,77,73,41,0,0,0,0,0,0,0,22.26625965,13
57,56,37,78,77,56,42,53,8,24,63,21,48,0,0,0,0,0,0,0,24.14076934,13
73,78,59,16,46,84,43,10,75,65,74,74,45,0,0,0,0,0,0,0,17.25364211,13
95,75,84,23,56,95,23,40,100,44,56,18,54,0,0,0,0,0,0,0,19.71908223,13
24,84,44,1,45,52,86,62,73,24,44,69,53,0,0,0,0,0,0,0,23.4611067,13
34,72,99,99,18,26,69,61,8,37,85,55,36,0,0,0,0,0,0,0,19.8454441,13
37,80,63,79,3,63,69,85,54,26,53,45,27,0,0,0,0,0,0,0,21.15289362,13
94,49,61,61,57,47,14,39,46,80,57,96,40,0,0,0,0,0,0,0,24.74609325,13
22,34,60,36,5,78,72,72,82,71,62,42,94,0,0,0,0,0,0,0,16.10074802,13
36,53,7,35,63,100,3,84,85,42,1,92,85,0,0,0,0,0,0,0,21.08402734,13
18,36,79,76,88,28,82,68,81,19,20,21,27,0,0,0,0,0,0,0,24.75038924,13
98,2,57,48,35,14,99,37,89,66,32,6,85,0,0,0,0,0,0,0,14.56460212,13
10,13,92,20,43,82,6,61,2,53,32,88,58,0,0,0,0,0,0,0,18.8454677,13
38,14,73,99,33,88,95,78,41,64,57,71,96,0,0,0,0,0,0,0,20.79507509,13
51,10,65,28,50,62,23,70,34,61,22,98,18,0,0,0,0,0,0,0,21.01336494,13
100,87,4,78,95,7,73,38,71,16,54,63,57,0,0,0,0,0,0,0,21.31727219,13
88,24,53,74,93,52,39,42,50,85,76,98,19,0,0,0,0,0,0,0,19.04016558,13
30,46,48,23,67,15,86,61,51,99,67,1,68,0,0,0,0,0,0,0,20.67864255,13
88,13,97,86,33,68,91,7,50,2,39,58,50,0,0,0,0,0,0,0,14.00159691,13
30,65,3,10,53,66,89,50,53,2,51,93,88,0,0,0,0,0,0,0,22.04946194,13
77,34,38,49,9,99,36,20,94,13,36,5,1,0,0,0,0,0,0,0,19.37324965,13
78,83,90,37,72,35,17,56,50,99,42,12,9,0,0,0,0,0,0,0,17.65149515,13
43,94,44,99,22,49,32,11,23,1,34,73,3,0,0,0,0,0,0,0,19.14190315,13
46,28,20,37,99,70,49,100,25,55,66,62,47,0,0,0,0,0,0,0,23.96058119,13
79,85,96,9,91,85,55,90,34,71,83,7,36,0,0,0,0,0,0,0,15.44844172,13
93,19,37,8,97,5,3,37,44,60,77,41,28,0,0,0,0,0,0,0,19.36464965,13
34,53,36,42,4,87,79,80,77,38,60,12,41,0,0,0,0,0,0,0,17.68501957,13
3,18,45,14,90,84,58,86,46,71,20,9,22,0,0,0,0,0,0,0,21.96030565,13
95,31,79,70,15,97,97,15,35,59,59,41,92,0,0,0,0,0,0,0,14.34940559,13
1,72,71,77,55,74,46,63,75,40,29,41,93,0,0,0,0,0,0,0,16.81338224,13
41,77,58,92,3,66,84,28,24,44,73,76,70,0,0,0,0,0,0,0,23.41381957,13
87,27,21,35,2,12,50,19,4,30,50,45,33,0,0,0,0,0,0,0,21.55356898,13
95,18,46,30,40,70,91,1,57,97,46,98,97,0,0,0,0,0,0,0,18.55164915,13
96,67,42,52,48,85,18,11,2,89,7,57,51,0,0,0,0,0,0,0,24.45489199,13
67,40,87,12,10,9,50,46,34,27,71,67,60,0,0,0,0,0,0,0,18.59441386,13
30,55,79,99,96,41,88,89,31,21,44,58,48,0,0,0,0,0,0,0,20.1603534,13
34,57,85,63,94,70,18,80,4,44,43,58,7,0,0,0,0,0,0,0,22.24879841,13
20,44,60,79,27,5,87,25,95,85,18,94,78,0,0,0,0,0,0,0,18.09585919,13
83,81,74,3,100,10,45,99,16,25,69,23,59,0,0,0,0,0,0,0,22.99105139,13
92,89,98,69,50,82,93,46,15,71,34,76,51,0,0,0,0,0,0,0,20.1315649,13
10,69,51,96,95,27,57,94,36,79,33,33,98,0,0,0,0,0,0,0,22.61767385,13
72,67,81,45,46,98,9,30,16,63,63,15,26,0,0,0,0,0,0,0,17.1639693,13
6,30,72,46,100,48,95,51,96,51,76,56,99,0,0,0,0,0,0,0,24.33256042,13
69,99,95,81,87,1,64,97,27,5,40,62,62,0,0,0,0,0,0,0,19.82128468,13
47,100,79,79,95,35,32,40,23,9,9,92,100,0,0,0,0,0,0,0,17.83660869,13
42,92,24,52,89,40,64,88,23,10,100,71,5,0,0,0,0,0,0,0,20.82251717,13
86,13,65,64,33,16,23,62,3,34,63,48,30,0,0,0,0,0,0,0,18.96870038,13
26,91,80,4,64,36,86,91,93,41,5,64,50,0,0,0,0,0,0,0,16.9013967,13
29,51,37,59,81,51,64,4,43,11,93,33,57,0,0,0,0,0,0,0,20.76200093,13
75,69,54,27,9,31,37,4,16,51,91,14,27,0,0,0,0,0,0,0,18.43685989,13
41,22,16,1,69,82,80,53,3,3,17,64,56,0,0,0,0,0,0,0,17.98878649,13
65,85,67,64,82,66,77,95,91,56,45,88,49,0,0,0,0,0,0,0,26.19900312,13
54,34,48,47,80,97,51,63,83,60,13,26,46,0,0,0,0,0,0,0,21.24474299,13
72,37,31,16,31,1,60,44,54,42,84,1,16,0,0,0,0,0,0,0,19.56655553,13
12,2,56,36,37,9,80,69,44,2,23,16,47,0,0,0,0,0,0,0,20.06564809,13
40,62,41,43,35,54,70,72,65,30,29,31,86,0,0,0,0,0,0,0,17.55915708,13
